profile_id,profile_type,profile_label,requested_center,signal_rank_centroid,sigma,pc_index,rank_fraction,eigenvalue,teacher_coefficient,teacher_aligned,signal_allocation,mc_mean_aligned,mc_std_aligned,mc_q10_aligned,mc_q90_aligned,theory_mean_aligned,theory_lambda_cv,mc_lambda_median
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,62,0.48046875,0.37998531860995693,0.1871552207678355,0.1871552207678355,0.013309774884875232,0.09638932455728973,0.06416140090975556,0.013012074477665218,0.1781054131228464,0.09605925006126742,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,63,0.48828125,0.3739538056161481,0.17901118079420988,0.17901118079420988,0.011983350766489992,0.08955678568888308,0.06478692807363154,0.007657726348468081,0.17219482139233266,0.09116354880572003,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,64,0.49609375,0.3681107774033958,0.17067829225347075,0.17067829225347075,0.010723464301673721,0.08286593245721713,0.06550182942516082,0.0003257612718123704,0.1596598086665106,0.08624809812438929,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,65,0.50390625,0.3624475346741128,0.16221762468668977,0.16221762468668977,0.009537646585786102,0.0836088952729796,0.06411019746034852,0.00731414599773414,0.1701921209372596,0.08134397575359482,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,66,0.51171875,0.3569559053608687,-0.1536883766772766,0.1536883766772766,0.008431340293332739,0.0777723709304558,0.05787200555193108,0.010124509989858544,0.15220043784676965,0.07648038217155197,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,67,0.51953125,0.3516282052808557,-0.14514724316778949,0.14514724316778949,0.0074080053462636485,0.07498366910361874,0.06184778996565566,-0.006746498067377843,0.14947148328399748,0.07168439903802257,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,68,0.52734375,0.3464572022620196,0.13664785521080267,0.13664785521080267,0.006469269343034164,0.07032032864743093,0.05971720157761562,-0.008487882830651732,0.14568838392287708,0.06698079400560301,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,69,0.53515625,0.341436083388657,-0.12824029840413234,0.12824029840413234,0.005615112421657396,0.05994888077442278,0.060762064357863674,-0.017648041845041616,0.13698704538706136,0.06239187252798053,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,70,0.54296875,0.33655842505453326,-0.11997071422607904,0.11997071422607904,0.004844076079689456,0.057149713050125506,0.06175201182565516,-0.021289009078738725,0.13168321934361613,0.05793737627094786,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,71,0.55078125,0.331818165546723,-0.11188098646917971,0.11188098646917971,0.004153485817834028,0.048842183069574274,0.0642856785065837,-0.030222084046588677,0.13270475989767802,0.05363442678808502,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,72,0.55859375,0.3272095799141296,0.10400851302513844,0.10400851302513844,0.0035396782330875307,0.056598219383096254,0.06565520561430993,-0.02499190415052193,0.1385194734755967,0.049497512274923584,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,73,0.56640625,0.32272725690160725,0.09638606144747992,0.09638606144747992,0.002998224269958767,0.040852547694961015,0.0639501067084663,-0.03999667197547041,0.11937790870749128,0.04553851447902841,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,74,0.57421875,0.31836607775428827,0.08904170505366417,0.08904170505366417,0.00252414164606515,0.041603106558758735,0.06094777855104643,-0.040459842083712824,0.11525199858887916,0.04176677223026998,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,75,0.58203125,0.31412119671756444,-0.08199883485885305,0.08199883485885305,0.002112090903888186,0.03825999280109291,0.06471206564162672,-0.040291289672191026,0.1236659391624897,0.03818917757264861,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,76,0.58984375,0.30998802307654383,0.07527624138491239,0.07527624138491239,0.001756551012895595,0.03301466519973777,0.060491681987488694,-0.04311880021025774,0.1087666176245803,0.03481030012903121,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,77,0.59765625,0.3059622045950303,0.06888825937774083,0.06888825937774083,0.0014519718761269913,0.029385926328031248,0.05916887949622992,-0.044677084951124886,0.11425128580845322,0.03163253511162461,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,78,0.60546875,0.3020396122284273,-0.06284496770237699,0.06284496770237699,0.0011929024176835527,0.02732280878495716,0.0660744104003547,-0.05258261988507188,0.10670687836629444,0.02865627029875025,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,79,0.61328125,0.2982163259976877,-0.0571524361692256,0.0571524361692256,0.0009740940935496042,0.025671424863477656,0.06266174764821898,-0.05082122965933855,0.10734330318998928,0.025880067324066017,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,80,0.62109375,0.29448862192271663,0.05181301076940156,0.05181301076940156,0.000790580645578886,0.019015878351666505,0.06503895457421113,-0.063577874169161,0.10674217430670065,0.023300852756652665,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,81,0.62890625,0.2908529599236707,0.046825628749265866,0.046825628749265866,0.0006377356908787613,0.020046577549255064,0.06290885986686227,-0.05929895452100269,0.0992466822652463,0.020914114676095896,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,82,0.63671875,0.28730597260752844,0.04218615511478244,0.04218615511478244,0.00051131030391226,0.01804629257546058,0.06017235410946455,-0.05661637600833342,0.09988088440558163,0.01871410075110759,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,83,0.64453125,0.28384445486526905,0.03788773250194715,0.03788773250194715,0.00040745311588286055,0.016614370607744487,0.05969855691812993,-0.059530570895052336,0.09658293474518277,0.01669401419772166,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,84,0.65234375,0.28046535421211105,0.033921136853523104,0.033921136853523104,0.00032271564393312384,0.009952153913730562,0.06188745528812214,-0.06347510556703718,0.08817450486285663,0.01484620440776036,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,85,0.66015625,0.27716576180961566,-0.03027513197583281,0.03027513197583281,0.00025404559623356187,0.013760151692676486,0.06206731453982125,-0.06791315953374374,0.09492127535443105,0.013162349484425618,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,86,0.66796875,0.273942904114155,-0.026936816782603745,0.026936816782603745,0.00019877080663238106,0.004887370011901447,0.06407801091566402,-0.07527849464460269,0.08538160522513821,0.01163362838457472,0.2610157215682536,0.2610157215682536
