pc,training_variance
5.820000000000000000e+02,1.026996753672147378e+01
5.830000000000000000e+02,1.024810359993090358e+01
5.840000000000000000e+02,1.021019818900120946e+01
5.850000000000000000e+02,1.020353807597775209e+01
5.860000000000000000e+02,1.016980140187943782e+01
5.870000000000000000e+02,1.014969410081972789e+01
5.880000000000000000e+02,1.010989967806086831e+01
5.890000000000000000e+02,1.009310384712558317e+01
5.900000000000000000e+02,1.005568062740748481e+01
5.910000000000000000e+02,1.005432815046770934e+01
5.920000000000000000e+02,1.004033485244403145e+01
5.930000000000000000e+02,1.002523129942017022e+01
5.940000000000000000e+02,9.961030023156265401e+00
5.950000000000000000e+02,9.927114399786592713e+00
5.960000000000000000e+02,9.916204047566731461e+00
5.970000000000000000e+02,9.885432996852932419e+00
5.980000000000000000e+02,9.873869262560294402e+00
5.990000000000000000e+02,9.839372116562962844e+00
6.000000000000000000e+02,9.806124254983043187e+00
6.010000000000000000e+02,9.776867842321802726e+00
6.020000000000000000e+02,9.756195438069326542e+00
6.030000000000000000e+02,9.724294329922082980e+00
6.040000000000000000e+02,9.690398105657235917e+00
6.050000000000000000e+02,9.672474274967537866e+00
6.060000000000000000e+02,9.640143273323529272e+00
6.070000000000000000e+02,9.623412416112588019e+00
6.080000000000000000e+02,9.594126843315613939e+00
6.090000000000000000e+02,9.542846160050222792e+00
6.100000000000000000e+02,9.531945491773633705e+00
6.110000000000000000e+02,9.505632109412079700e+00
6.120000000000000000e+02,9.476052971729796326e+00
6.130000000000000000e+02,9.435299881517535070e+00
6.140000000000000000e+02,9.415941128166766205e+00
6.150000000000000000e+02,9.379162350777461299e+00
6.160000000000000000e+02,9.372193716263206298e+00
6.170000000000000000e+02,9.335020961228675418e+00
6.180000000000000000e+02,9.322572258158560388e+00
6.190000000000000000e+02,9.297478288273167024e+00
6.200000000000000000e+02,9.275106177198379598e+00
6.210000000000000000e+02,9.220396810148974609e+00
6.220000000000000000e+02,9.213043303111028592e+00
6.230000000000000000e+02,9.148287018607693000e+00
6.240000000000000000e+02,9.099336502247236780e+00
6.250000000000000000e+02,9.073178983444602608e+00
6.260000000000000000e+02,9.061217771561464573e+00
6.270000000000000000e+02,9.029728436124530688e+00
6.280000000000000000e+02,9.021439421940206316e+00
6.290000000000000000e+02,8.995976153785353091e+00
6.300000000000000000e+02,8.960657274241052406e+00
6.310000000000000000e+02,8.947694938073960103e+00
6.320000000000000000e+02,8.932335821361164108e+00
6.330000000000000000e+02,8.908237493442744181e+00
6.340000000000000000e+02,8.856404021859651365e+00
6.350000000000000000e+02,8.825738412904984287e+00
6.360000000000000000e+02,8.784814136537702822e+00
6.370000000000000000e+02,8.773019900768487034e+00
6.380000000000000000e+02,8.754360422488620230e+00
6.390000000000000000e+02,8.744333468856909874e+00
6.400000000000000000e+02,8.702616555330088488e+00
6.410000000000000000e+02,8.660633924919295623e+00
6.420000000000000000e+02,8.654329873370024018e+00
6.430000000000000000e+02,8.632005686998663663e+00
6.440000000000000000e+02,8.626490781641880545e+00
6.450000000000000000e+02,8.563422782517443821e+00
6.460000000000000000e+02,8.523071414641625765e+00
6.470000000000000000e+02,8.459699069659935233e+00
6.480000000000000000e+02,8.454280597165912070e+00
6.490000000000000000e+02,8.433332989127327650e+00
6.500000000000000000e+02,8.396396302662989086e+00
6.510000000000000000e+02,8.387166686081748423e+00
6.520000000000000000e+02,8.343397744240199643e+00
6.530000000000000000e+02,8.316750632965209888e+00
6.540000000000000000e+02,8.307490030015225457e+00
6.550000000000000000e+02,8.292161637717418543e+00
6.560000000000000000e+02,8.229687552977354770e+00
6.570000000000000000e+02,8.187996697973817462e+00
6.580000000000000000e+02,8.183839159163960986e+00
6.590000000000000000e+02,8.149204820164422713e+00
6.600000000000000000e+02,8.119815308592535530e+00
6.610000000000000000e+02,8.092829596863385433e+00
6.620000000000000000e+02,8.039316964668001830e+00
6.630000000000000000e+02,8.003346452564713331e+00
6.640000000000000000e+02,7.981962843733991342e+00
6.650000000000000000e+02,7.944936342319761202e+00
6.660000000000000000e+02,7.936285509139757721e+00
6.670000000000000000e+02,7.891115221796932033e+00
6.680000000000000000e+02,7.845250594860694981e+00
6.690000000000000000e+02,7.839896693997792987e+00
6.700000000000000000e+02,7.780795583918340697e+00
6.710000000000000000e+02,7.751307172953130653e+00
6.720000000000000000e+02,7.740694794936148426e+00
6.730000000000000000e+02,7.698627413144265574e+00
6.740000000000000000e+02,7.678420143644596685e+00
6.750000000000000000e+02,7.670988179793146067e+00
6.760000000000000000e+02,7.642342326190540547e+00
6.770000000000000000e+02,7.600924248526588656e+00
6.780000000000000000e+02,7.567379690380271029e+00
6.790000000000000000e+02,7.509138410947151954e+00
6.800000000000000000e+02,7.495264613876764237e+00
6.810000000000000000e+02,7.470287160511395186e+00
6.820000000000000000e+02,7.434989776565618769e+00
6.830000000000000000e+02,7.379918743974662299e+00
6.840000000000000000e+02,7.348256241731236926e+00
6.850000000000000000e+02,7.337295834083143120e+00
6.860000000000000000e+02,7.311908329571958909e+00
6.870000000000000000e+02,7.286132883256170700e+00
6.880000000000000000e+02,7.272376849063667770e+00
6.890000000000000000e+02,7.219824357276520388e+00
6.900000000000000000e+02,7.174775354700138941e+00
6.910000000000000000e+02,7.156281286707577571e+00
6.920000000000000000e+02,7.092086656443804316e+00
6.930000000000000000e+02,7.076272024020550333e+00
6.940000000000000000e+02,7.049131029983229269e+00
6.950000000000000000e+02,6.998487248057446486e+00
6.960000000000000000e+02,6.971282257266021354e+00
6.970000000000000000e+02,6.920012260274179816e+00
6.980000000000000000e+02,6.894037933804137097e+00
6.990000000000000000e+02,6.884154228817706667e+00
7.000000000000000000e+02,6.873041176176424294e+00
7.010000000000000000e+02,6.859318734233172066e+00
7.020000000000000000e+02,6.819725639699471209e+00
7.030000000000000000e+02,6.747544235900411635e+00
7.040000000000000000e+02,6.728063715100341291e+00
7.050000000000000000e+02,6.721098612631863922e+00
7.060000000000000000e+02,6.644058221441534684e+00
7.070000000000000000e+02,6.629504903801782589e+00
7.080000000000000000e+02,6.606322513456338363e+00
7.090000000000000000e+02,6.543610907783478758e+00
7.100000000000000000e+02,6.512023852941663193e+00
7.110000000000000000e+02,6.460049647045829957e+00
7.120000000000000000e+02,6.450294715868176709e+00
7.130000000000000000e+02,6.404371000449414097e+00
7.140000000000000000e+02,6.357782271204812652e+00
7.150000000000000000e+02,6.280879280257400943e+00
7.160000000000000000e+02,6.268193334017748697e+00
7.170000000000000000e+02,6.186477806999945095e+00
7.180000000000000000e+02,6.177892723970915156e+00
7.190000000000000000e+02,6.158027198766802712e+00
7.200000000000000000e+02,6.044477581600538940e+00
7.210000000000000000e+02,6.006885164875399141e+00
7.220000000000000000e+02,5.977743951855416960e+00
7.230000000000000000e+02,5.947106446995733542e+00
7.240000000000000000e+02,5.859307161184372781e+00
7.250000000000000000e+02,5.837103853609189485e+00
7.260000000000000000e+02,5.778015700980353664e+00
7.270000000000000000e+02,5.772142602469415351e+00
7.280000000000000000e+02,5.641596394559392991e+00
7.290000000000000000e+02,5.607755394997502307e+00
7.300000000000000000e+02,5.589055802740500845e+00
7.310000000000000000e+02,5.574096403936942501e+00
7.320000000000000000e+02,5.482212713147937677e+00
7.330000000000000000e+02,5.424799476515506313e+00
7.340000000000000000e+02,5.345413283064412546e+00
7.350000000000000000e+02,5.227322123682900390e+00
7.360000000000000000e+02,5.098204751095818388e+00
7.370000000000000000e+02,5.015219829109153871e+00
7.380000000000000000e+02,4.974522297137020210e+00
7.390000000000000000e+02,4.920949577354336135e+00
7.400000000000000000e+02,4.818150437316694124e+00
7.410000000000000000e+02,4.780860150115768370e+00
7.420000000000000000e+02,4.735322830625998236e+00
7.430000000000000000e+02,4.658785666256839875e+00
7.440000000000000000e+02,4.635788238193951472e+00
7.450000000000000000e+02,4.613465948045139875e+00
7.460000000000000000e+02,4.571856703178720949e+00
7.470000000000000000e+02,4.491028750748523812e+00
7.480000000000000000e+02,4.457186893329312838e+00
7.490000000000000000e+02,4.344013962411348295e+00
7.500000000000000000e+02,4.259535901438486150e+00
