pc,variance,mean_power,power_se,power_over_variance
1.490000000000000000e+02,3.638351035483029960e+01,3.496197981192398885e+00,2.991373956228097764e-01,9.609292635855411213e-02
1.500000000000000000e+02,3.626196063475805431e+01,3.931133916828568609e+00,4.672646252172139025e-01,1.084093040755350762e-01
1.510000000000000000e+02,3.593468539233841597e+01,3.628405159639064514e+00,2.892404820615954164e-01,1.009722255816012104e-01
1.520000000000000000e+02,3.574066114063626287e+01,3.276980430685070722e+00,2.776791499452553880e-01,9.168773956895899524e-02
1.530000000000000000e+02,3.550356754656252889e+01,3.501824105665966691e+00,3.213897042808969151e-01,9.863302050064022553e-02
1.540000000000000000e+02,3.529690286462735571e+01,3.281064666335377744e+00,2.359551345192632266e-01,9.295616329056119453e-02
1.550000000000000000e+02,3.522470034123809057e+01,3.207371789425597974e+00,3.483580650629162223e-01,9.105462241990115724e-02
1.560000000000000000e+02,3.506594354758395582e+01,3.399444158283062567e+00,2.820978766306824759e-01,9.694432302014255320e-02
1.570000000000000000e+02,3.497082465732272283e+01,3.507340309836503245e+00,3.195809933452442575e-01,1.002933257709747172e-01
1.580000000000000000e+02,3.480195798312652755e+01,3.439094520362602658e+00,3.707056370672981438e-01,9.881899524245223165e-02
1.590000000000000000e+02,3.468485059297984208e+01,3.451889889895285446e+00,4.086155297155260047e-01,9.952154415778116658e-02
1.600000000000000000e+02,3.461238292813834505e+01,3.463529654206673136e+00,4.239540801417697735e-01,1.000662006252963226e-01
1.610000000000000000e+02,3.436856044991654358e+01,3.053717706171303892e+00,2.518627231676967004e-01,8.885206904785326876e-02
1.620000000000000000e+02,3.428306665380046070e+01,3.121538532546718869e+00,1.847759643897614046e-01,9.105190513056625468e-02
1.630000000000000000e+02,3.405666267169299744e+01,3.176247628474778040e+00,3.216804377983114582e-01,9.326361948890522779e-02
1.640000000000000000e+02,3.397661515545333089e+01,3.530164635712742971e+00,3.621884996968881554e-01,1.038998328574276125e-01
1.650000000000000000e+02,3.374498976949787732e+01,3.430016945403119966e+00,3.759145421532966713e-01,1.016452210782270021e-01
1.660000000000000000e+02,3.353083667850311400e+01,3.488067721779784414e+00,4.795123982549514552e-01,1.040256691243261616e-01
1.670000000000000000e+02,3.335838773659442325e+01,3.075246574256571552e+00,3.000778750003960660e-01,9.218810568842333852e-02
1.680000000000000000e+02,3.320876643129451367e+01,2.992521449171264170e+00,2.767738640938363082e-01,9.011239412829380457e-02
1.690000000000000000e+02,3.316044783619580727e+01,3.336241280232667528e+00,4.249036150378456833e-01,1.006090537954388436e-01
1.700000000000000000e+02,3.298064773753482370e+01,3.244617978501414424e+00,3.419952508390295964e-01,9.837944980106497206e-02
1.710000000000000000e+02,3.294025509777776506e+01,2.969974351064950113e+00,2.868084343259020286e-01,9.016245752344863307e-02
1.720000000000000000e+02,3.270064847680310294e+01,3.234822105953919724e+00,3.404824606717212765e-01,9.892226168690841648e-02
1.730000000000000000e+02,3.248501967336385121e+01,2.697955271894763474e+00,3.370570637801570957e-01,8.305228991771110292e-02
1.740000000000000000e+02,3.243898716123144510e+01,3.154183855257158164e+00,4.020367191299215048e-01,9.723435073912521653e-02
1.750000000000000000e+02,3.224023252280819207e+01,3.377273244783899564e+00,5.191299059169163232e-01,1.047533773956085545e-01
1.760000000000000000e+02,3.213045540862027849e+01,3.274647481486633982e+00,2.496310281034153089e-01,1.019172445532184751e-01
1.770000000000000000e+02,3.207076292842160825e+01,3.033084569269082209e+00,3.853186649938216690e-01,9.457475570626713846e-02
1.780000000000000000e+02,3.177864145618703873e+01,3.078949972867214502e+00,3.197784174154985060e-01,9.688740083845744089e-02
1.790000000000000000e+02,3.162283307589747849e+01,2.741778966403277007e+00,2.842684190444521586e-01,8.670250890623161510e-02
1.800000000000000000e+02,3.153013109894150290e+01,3.184421898188419142e+00,3.873080037058850844e-01,1.009961515286983136e-01
1.810000000000000000e+02,3.139136242308189040e+01,2.761098421216843235e+00,2.660817450643254145e-01,8.795726620602561940e-02
1.820000000000000000e+02,3.112988740798869713e+01,2.667834544242314365e+00,3.666355508751481529e-01,8.570010258237176215e-02
1.830000000000000000e+02,3.101181023685013471e+01,2.741715771828062476e+00,2.997756699324886642e-01,8.840876269035684298e-02
1.840000000000000000e+02,3.093243442126518161e+01,3.045103419386880450e+00,3.338608305567468126e-01,9.844370403945501558e-02
