pc,kappa_0.160681,kappa_1.60681,kappa_16.0681,kappa_160.681,kappa_1606.81
1.650000000000000000e+02,1.601652001498428679e-01,1.860451035785403995e-01,3.517310355081151862e-01,6.901896044057116431e-01,8.575052016427590074e-01
1.660000000000000000e+02,1.614197719118903307e-01,1.874582897162753725e-01,3.538227428585381529e-01,6.919671588823429476e-01,8.584288933880475092e-01
1.670000000000000000e+02,1.625315253130519833e-01,1.887100709367155182e-01,3.556702318187459078e-01,6.935290480644039635e-01,8.592392460801382414e-01
1.680000000000000000e+02,1.636181994839105425e-01,1.899331604682702457e-01,3.574708441003676129e-01,6.950444409836732396e-01,8.600244063908648595e-01
1.690000000000000000e+02,1.648314368749618508e-01,1.912985368173352185e-01,3.594792900432833282e-01,6.967322743267971852e-01,8.608985277904196431e-01
1.700000000000000000e+02,1.660177252571169437e-01,1.926329824421191828e-01,3.614362559646226991e-01,6.983678871992736736e-01,8.617442191606385915e-01
1.710000000000000000e+02,1.671049177988947199e-01,1.938558312207480927e-01,3.632283292432932909e-01,6.998638424725851515e-01,8.625174162324481530e-01
1.720000000000000000e+02,1.682976525341972895e-01,1.951965728337299866e-01,3.651850998107283308e-01,7.014853585775127076e-01,8.633536818513646294e-01
1.730000000000000000e+02,1.692989733633277205e-01,1.963215214195800362e-01,3.668207859094531620e-01,7.028318433108369234e-01,8.640467398800520948e-01
1.740000000000000000e+02,1.704712639859188028e-01,1.976383907711461996e-01,3.687339854198513067e-01,7.044045395879808824e-01,8.648558924179312601e-01
1.750000000000000000e+02,1.717341298207467892e-01,1.990562670136442613e-01,3.707867381344679969e-01,7.060816023898960347e-01,8.657171752604867487e-01
1.760000000000000000e+02,1.729627627100097931e-01,2.004353077505204583e-01,3.727793823239456406e-01,7.077040130367001636e-01,8.665495541235971322e-01
1.770000000000000000e+02,1.741028593003039748e-01,2.017147705274367209e-01,3.746261766051404707e-01,7.092048796992005411e-01,8.673191541155557127e-01
1.780000000000000000e+02,1.752707277365156135e-01,2.030243711363159398e-01,3.765065738014422569e-01,7.107191507988188661e-01,8.680935517866288365e-01
