trial,sigma,alpha,lam,kappa
22,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
22,13.177044300762262,37.1535229097172,0.0371535229097172,0.0442904502986448
22,41.66947281934956,97.72372209558092,0.0977237220955809,0.1066930641864478
23,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
23,4.166947281934956,13.182567385564074,0.013182567385564,0.0186502998192951
23,13.177044300762262,45.70881896148752,0.0457088189614875,0.0532193956875115
23,41.66947281934956,147.91083881682073,0.1479108388168207,0.1577246113141497
24,1.3177044300762262,2.344228815319923,0.0023442288153199,0.0059159522620173
24,4.166947281934956,8.128305161640995,0.0081283051616409,0.0129481408977678
24,13.177044300762262,22.9086765276777,0.0229086765276777,0.0292224169122099
24,41.66947281934956,45.70881896148752,0.0457088189614875,0.0532193956875115
25,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
25,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
25,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
25,41.66947281934956,208.92961308540364,0.2089296130854036,0.2194695937465584
26,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
26,4.166947281934956,14.125375446227526,0.0141253754462275,0.0196928844755868
26,13.177044300762262,48.97788193684456,0.0489778819368445,0.0566155364806987
26,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
27,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
27,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
27,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
27,41.66947281934956,208.92961308540364,0.2089296130854036,0.2194695937465584
28,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
28,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
28,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
28,41.66947281934956,147.91083881682073,0.1479108388168207,0.1577246113141497
29,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
29,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
29,13.177044300762262,45.70881896148752,0.0457088189614875,0.0532193956875115
29,41.66947281934956,208.92961308540364,0.2089296130854036,0.2194695937465584
30,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
30,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
30,13.177044300762262,34.673685045253166,0.0346736850452531,0.0416887068570924
30,41.66947281934956,112.2018454301963,0.1122018454301963,0.1214492539872679
