geometry_id,subject,unit,model,layer,score_hash,split_hash,seed_hash,n_total,n_pcs,n_train,config_path,cache_path,xtransform_path,readout_path
clipag_vitb32__.transformer.resblocks.ResidualAttentionBlock8__a5217d79b5,paul_20250428-20250430,47,clipag_vitb32,.transformer.resblocks.ResidualAttentionBlock8,6d3e636216696ab9,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_clipag_vitb32_Ch47_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit47_clipag_vitb32.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_clipag_vitb32_Ch47_Xtfmer_.transformer.resblocks.ResidualAttentionBlock8_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_clipag_vitb32_Ch47_readout_.transformer.resblocks.ResidualAttentionBlock8_pca750_RidgeCV.pth
clipag_vitb32__.transformer.resblocks.ResidualAttentionBlock9__1f6592ce9a,paul_20250428-20250430,8,clipag_vitb32,.transformer.resblocks.ResidualAttentionBlock9,c5252e32eb552e0b,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_clipag_vitb32_Ch8_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit8_clipag_vitb32.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_clipag_vitb32_Ch08_Xtfmer_.transformer.resblocks.ResidualAttentionBlock9_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_clipag_vitb32_Ch08_readout_.transformer.resblocks.ResidualAttentionBlock9_pca750_RidgeCV.pth
dinov2_vitb14_reg__.blocks.NestedTensorBlock11__c5a93709b9,paul_20250428-20250430,0,dinov2_vitb14_reg,.blocks.NestedTensorBlock11,e798b9c7c85968ae,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch0_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit0_dinov2_vitb14_reg.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch00_Xtfmer_.blocks.NestedTensorBlock11_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch00_readout_.blocks.NestedTensorBlock11_pca750_RidgeCV.pth
dinov2_vitb14_reg__.blocks.NestedTensorBlock7__7cad87db8b,paul_20250428-20250430,24,dinov2_vitb14_reg,.blocks.NestedTensorBlock7,34216c6849dc7f70,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch24_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit24_dinov2_vitb14_reg.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch24_Xtfmer_.blocks.NestedTensorBlock7_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch24_readout_.blocks.NestedTensorBlock7_pca750_RidgeCV.pth
dinov2_vitb14_reg__.blocks.NestedTensorBlock9__d45a968c54,paul_20250428-20250430,40,dinov2_vitb14_reg,.blocks.NestedTensorBlock9,2612bcd80edab88b,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch40_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit40_dinov2_vitb14_reg.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch40_Xtfmer_.blocks.NestedTensorBlock9_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch40_readout_.blocks.NestedTensorBlock9_pca750_RidgeCV.pth
dinov2_vitb14_reg__.blocks.NestedTensorBlock9__d45a968c54,paul_20250428-20250430,47,dinov2_vitb14_reg,.blocks.NestedTensorBlock9,2612bcd80edab88b,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch47_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit47_dinov2_vitb14_reg.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch47_Xtfmer_.blocks.NestedTensorBlock9_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch47_readout_.blocks.NestedTensorBlock9_pca750_RidgeCV.pth
dinov2_vitb14_reg__.blocks.NestedTensorBlock5__a606b55b61,paul_20250428-20250430,8,dinov2_vitb14_reg,.blocks.NestedTensorBlock5,e1be4b79aa24b22f,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch8_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit8_dinov2_vitb14_reg.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch08_Xtfmer_.blocks.NestedTensorBlock5_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_dinov2_vitb14_reg_Ch08_readout_.blocks.NestedTensorBlock5_pca750_RidgeCV.pth
radio_v2.5-b__.model.blocks.Block10__2a39fcd583,paul_20250428-20250430,0,radio_v2.5-b,.model.blocks.Block10,4a220aa3a55cb09c,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch0_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit0_radio_v2.5-b.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch00_Xtfmer_.model.blocks.Block10_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch00_readout_.model.blocks.Block10_pca750_RidgeCV.pth
radio_v2.5-b__.model.blocks.Block11__5129994521,paul_20250428-20250430,24,radio_v2.5-b,.model.blocks.Block11,f32f0f37bddb8666,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch24_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit24_radio_v2.5-b.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch24_Xtfmer_.model.blocks.Block11_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch24_readout_.model.blocks.Block11_pca750_RidgeCV.pth
radio_v2.5-b__.model.blocks.Block10__2a39fcd583,paul_20250428-20250430,40,radio_v2.5-b,.model.blocks.Block10,4a220aa3a55cb09c,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch40_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit40_radio_v2.5-b.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch40_Xtfmer_.model.blocks.Block10_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch40_readout_.model.blocks.Block10_pca750_RidgeCV.pth
radio_v2.5-b__.model.blocks.Block10__2a39fcd583,paul_20250428-20250430,47,radio_v2.5-b,.model.blocks.Block10,4a220aa3a55cb09c,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch47_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit47_radio_v2.5-b.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch47_Xtfmer_.model.blocks.Block10_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch47_readout_.model.blocks.Block10_pca750_RidgeCV.pth
radio_v2.5-b__.model.blocks.Block11__5129994521,paul_20250428-20250430,8,radio_v2.5-b,.model.blocks.Block11,f32f0f37bddb8666,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch8_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit8_radio_v2.5-b.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch08_Xtfmer_.model.blocks.Block11_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_radio_v2.5-b_Ch08_readout_.model.blocks.Block11_pca750_RidgeCV.pth
regnety_640__.s3.Bottleneckb8__3e2eb8be42,paul_20250428-20250430,0,regnety_640,.s3.Bottleneckb8,b2197f0fbd9e6d9c,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch0_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit0_regnety_640.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch00_Xtfmer_.s3.Bottleneckb8_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch00_readout_.s3.Bottleneckb8_pca750_RidgeCV.pth
regnety_640__.s4.Bottleneckb1__7688202083,paul_20250428-20250430,24,regnety_640,.s4.Bottleneckb1,400b113a3d01812f,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch24_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit24_regnety_640.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch24_Xtfmer_.s4.Bottleneckb1_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch24_readout_.s4.Bottleneckb1_pca750_RidgeCV.pth
regnety_640__.s3.Bottleneckb9__b30282c9d3,paul_20250428-20250430,40,regnety_640,.s3.Bottleneckb9,a293ce71c5af5a8c,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch40_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit40_regnety_640.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch40_Xtfmer_.s3.Bottleneckb9_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch40_readout_.s3.Bottleneckb9_pca750_RidgeCV.pth
regnety_640__.s4.Bottleneckb1__7688202083,paul_20250428-20250430,47,regnety_640,.s4.Bottleneckb1,400b113a3d01812f,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch47_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit47_regnety_640.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch47_Xtfmer_.s4.Bottleneckb1_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch47_readout_.s4.Bottleneckb1_pca750_RidgeCV.pth
regnety_640__.s4.Bottleneckb1__7688202083,paul_20250428-20250430,8,regnety_640,.s4.Bottleneckb1,400b113a3d01812f,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch8_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit8_regnety_640.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch08_Xtfmer_.s4.Bottleneckb1_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_regnety_640_Ch08_readout_.s4.Bottleneckb1_pca750_RidgeCV.pth
resnet50__.layer3.Bottleneck4__fe851e4e44,paul_20250428-20250430,0,resnet50,.layer3.Bottleneck4,659bf53447cec4fe,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch0_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit0_resnet50.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch00_Xtfmer_.layer3.Bottleneck4_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch00_readout_.layer3.Bottleneck4_pca750_RidgeCV.pth
resnet50__.layer4.Bottleneck0__0e6bada263,paul_20250428-20250430,24,resnet50,.layer4.Bottleneck0,2b6eb6a0f690251b,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch24_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit24_resnet50.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch24_Xtfmer_.layer4.Bottleneck0_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch24_readout_.layer4.Bottleneck0_pca750_RidgeCV.pth
resnet50__.layer3.Bottleneck5__9270a61b14,paul_20250428-20250430,40,resnet50,.layer3.Bottleneck5,18dc5960d9f12326,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch40_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit40_resnet50.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch40_Xtfmer_.layer3.Bottleneck5_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch40_readout_.layer3.Bottleneck5_pca750_RidgeCV.pth
resnet50__.layer3.Bottleneck5__9270a61b14,paul_20250428-20250430,47,resnet50,.layer3.Bottleneck5,18dc5960d9f12326,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch47_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit47_resnet50.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch47_Xtfmer_.layer3.Bottleneck5_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch47_readout_.layer3.Bottleneck5_pca750_RidgeCV.pth
resnet50__.layer4.Bottleneck2__9e38c71090,paul_20250428-20250430,8,resnet50,.layer4.Bottleneck2,e0134a0799642476,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch8_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit8_resnet50.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch08_Xtfmer_.layer4.Bottleneck2_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_Ch08_readout_.layer4.Bottleneck2_pca750_RidgeCV.pth
resnet50_clip__.layer3.Bottleneck4__7c1cde76ff,paul_20250428-20250430,0,resnet50_clip,.layer3.Bottleneck4,0fbaf4a489d3744d,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_clip_Ch0_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit0_resnet50_clip.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_clip_Ch00_Xtfmer_.layer3.Bottleneck4_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_clip_Ch00_readout_.layer3.Bottleneck4_pca750_RidgeCV.pth
resnet50_clip__.layer4.Bottleneck2__0d41993ebb,paul_20250428-20250430,24,resnet50_clip,.layer4.Bottleneck2,329eb4e5c34a2dfc,7b6cbcd0c0a40cca,7be36c1d802686b3,969,750,774,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/accentuation_configs/paul_20250428-20250430/paul_20250428-20250430_resnet50_clip_Ch24_accentuation_config.yaml,/n/holylabs/LABS/alvarez_lab/Lab/VVS_Accentuation/Encoding_models/paul_20250428-20250430/posthoc_model_predict_PCA_popul_unit/posthoc_prediction_NSDencimg_PCA_pop_unit_paul_20250428-20250430_unit24_resnet50_clip.pkl,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_clip_Ch24_Xtfmer_.layer4.Bottleneck2_pca750_RidgeCV_JITscript.pt,/n/holylabs/LABS/alvarez_lab/Everyone/Accentuate_VVS/Encoding_model_outputs/paul_20250428-20250430/paul_20250428-20250430_resnet50_clip_Ch24_readout_.layer4.Bottleneck2_pca750_RidgeCV.pth
