pc,variance,mean_power,power_se,power_over_variance
2.040000000000000000e+02,1.961535870691199079e+01,1.297001944847175309e+03,6.447631989588832084e+02,6.612175511172999620e+01
2.050000000000000000e+02,1.957529351271825391e+01,9.373205660699659347e+02,2.856487025081621596e+02,4.788283585433750034e+01
2.060000000000000000e+02,1.949622740720067782e+01,1.184686498112558638e+03,4.743847249925442497e+02,6.076490971145577191e+01
2.070000000000000000e+02,1.943255435442193857e+01,1.014466047580683721e+03,3.643932986808071064e+02,5.220446211436114226e+01
2.080000000000000000e+02,1.936559830459308174e+01,1.252481614520730773e+03,4.800393451094362263e+02,6.467559611745485881e+01
2.090000000000000000e+02,1.929558527499821707e+01,1.184108950935001076e+03,4.924324180547289416e+02,6.136683257124526136e+01
2.100000000000000000e+02,1.924909405078680180e+01,1.025474961051020273e+03,3.521277602486188698e+02,5.327393374178585361e+01
2.110000000000000000e+02,1.916875806184990338e+01,1.296678871206133863e+03,5.360192909337301899e+02,6.764542945465066737e+01
2.120000000000000000e+02,1.912808221607358306e+01,1.111397090797351439e+03,4.451514857235789009e+02,5.810290222735604715e+01
2.130000000000000000e+02,1.908702481140604235e+01,1.138973391477958558e+03,4.914591266211472771e+02,5.967265211481937115e+01
2.140000000000000000e+02,1.906347289492557096e+01,8.928984391461656287e+02,2.975215759323172620e+02,4.683818337129131493e+01
2.150000000000000000e+02,1.903005179452532047e+01,1.164791976861621379e+03,5.223440981854751044e+02,6.120802977513260146e+01
2.160000000000000000e+02,1.894322959402412110e+01,1.017256350622479317e+03,3.569137068357049998e+02,5.370025979853961218e+01
2.170000000000000000e+02,1.890249740848259918e+01,1.103259355557716390e+03,4.899752228537532233e+02,5.836579853531008411e+01
2.180000000000000000e+02,1.881438133445854533e+01,1.187307523020417875e+03,5.798570766269336900e+02,6.310638133212830070e+01
2.190000000000000000e+02,1.876555489435166990e+01,8.915058799912607128e+02,2.947663078281045159e+02,4.750756825526108429e+01
2.200000000000000000e+02,1.871753305266960865e+01,1.205646259744346025e+03,5.246094304572137617e+02,6.441266893194503496e+01
2.210000000000000000e+02,1.865146997830927589e+01,1.156536032246423474e+03,4.593551056294851946e+02,6.200776848105896732e+01
2.220000000000000000e+02,1.864515215493542399e+01,1.171677522044868056e+03,4.539543530899541111e+02,6.284086674694803776e+01
2.230000000000000000e+02,1.860237764324364562e+01,9.313375832867723148e+02,4.184541590051121034e+02,5.006551319126846522e+01
2.240000000000000000e+02,1.858505636719808507e+01,1.264423016155607456e+03,7.256084822370116854e+02,6.803439231894211048e+01
2.250000000000000000e+02,1.850281469456501426e+01,9.040648727551873662e+02,3.220748361644582474e+02,4.886093752107596089e+01
2.260000000000000000e+02,1.847148128924956012e+01,1.032373390318864949e+03,3.911647710056409437e+02,5.589012457380493970e+01
2.270000000000000000e+02,1.839681923711889766e+01,1.195748650970364906e+03,5.814450181937947946e+02,6.499757569817974456e+01
2.280000000000000000e+02,1.836752790859192430e+01,9.921963183358423066e+02,3.802776609620651698e+02,5.401904509271031429e+01
2.290000000000000000e+02,1.828296606319270623e+01,8.486062951898769597e+02,3.176540262212244556e+02,4.641513265718369041e+01
2.300000000000000000e+02,1.825716848504786327e+01,1.111370991086414506e+03,4.478914817904147299e+02,6.087313002542524032e+01
2.310000000000000000e+02,1.824102788079571980e+01,1.067195614827803638e+03,4.727173073669450218e+02,5.850523456254099131e+01
